2025-02-07 22:16:57,952 - d
2025-02-07 22:16:58,136 - a
2025-02-07 22:16:58,202 - s
2025-02-07 22:16:58,228 - d
2025-02-07 22:16:58,399 - a
2025-02-07 22:16:58,486 - s
2025-02-07 22:16:58,496 - d
2025-02-07 22:16:58,687 -  Key.enter 
2025-02-07 22:16:59,097 - a
2025-02-07 22:16:59,157 - s
2025-02-07 22:16:59,218 - d
2025-02-07 22:16:59,372 - a
2025-02-07 22:16:59,459 - d
2025-02-07 22:16:59,460 - s
2025-02-07 22:16:59,595 - a
2025-02-07 22:16:59,611 - s
2025-02-07 22:16:59,684 - d
2025-02-07 22:16:59,805 - a
2025-02-07 22:16:59,815 - s
2025-02-07 22:16:59,885 - d
2025-02-07 22:16:59,913 -  Key.enter 
2025-02-07 22:17:00,006 - a
2025-02-07 22:17:00,011 - s
2025-02-07 22:17:00,094 - d
2025-02-07 22:17:00,170 -  Key.enter 
2025-02-07 22:17:00,209 - a
2025-02-07 22:17:00,214 - s
2025-02-07 22:17:00,296 - d
2025-02-07 22:17:00,411 - a
2025-02-07 22:17:00,422 - s
2025-02-07 22:17:00,466 -  Key.enter 
2025-02-07 22:17:00,509 - d
2025-02-07 22:17:00,624 - a
2025-02-07 22:17:00,633 - s
2025-02-07 22:17:00,696 -  Key.enter 
2025-02-07 22:17:00,706 - d
2025-02-07 22:17:00,818 - a
2025-02-07 22:17:00,822 - s
2025-02-07 22:17:00,876 -  Key.enter 
2025-02-07 22:17:00,893 - d
2025-02-07 22:17:00,993 - a
2025-02-07 22:17:00,998 - s
2025-02-07 22:17:01,057 -  Key.enter 
2025-02-07 22:17:01,078 - d
2025-02-07 22:17:01,161 - a
2025-02-07 22:17:01,166 - s
2025-02-07 22:17:01,253 -  Key.enter 
2025-02-07 22:17:01,262 - d
2025-02-07 22:17:01,363 - a
2025-02-07 22:17:01,366 - s
2025-02-07 22:17:01,434 -  Key.enter 
2025-02-07 22:17:01,444 - d
2025-02-07 22:17:01,545 - a
2025-02-07 22:17:01,549 - s
2025-02-07 22:17:01,627 - d
2025-02-07 22:17:01,642 -  Key.enter 
2025-02-07 22:17:01,737 - a
2025-02-07 22:17:01,741 - s
2025-02-07 22:17:01,814 - d
2025-02-07 22:17:01,834 -  Key.enter 
2025-02-07 22:17:01,922 - a
2025-02-07 22:17:01,924 - s
2025-02-07 22:17:01,983 - d
2025-02-07 22:17:02,037 -  Key.enter 
2025-02-07 22:17:02,070 - a
2025-02-07 22:17:02,080 - s
2025-02-07 22:17:02,169 - d
2025-02-07 22:17:02,289 -  Key.enter 
2025-02-07 22:17:02,300 - a
2025-02-07 22:17:02,315 - s
2025-02-07 22:17:02,404 - d
2025-02-07 22:17:02,545 - a
2025-02-07 22:17:02,562 - s
2025-02-07 22:17:02,640 - d
2025-02-07 22:17:02,933 -  Key.enter 
2025-02-07 22:22:43,999 -  Key.caps_lock 
2025-02-07 22:22:44,760 - a
2025-02-07 22:22:44,924 -  Key.caps_lock 
2025-02-07 22:22:45,624 - l
2025-02-07 22:22:45,894 - e
2025-02-07 22:22:46,189 - x
2025-02-07 22:22:47,485 -  Key.shift 
2025-02-07 22:22:47,704 - @
2025-02-07 22:22:48,118 - g
2025-02-07 22:22:48,250 - m
2025-02-07 22:22:48,396 - a
2025-02-07 22:22:48,521 - i
2025-02-07 22:22:48,752 - l
2025-02-07 22:22:49,017 - .
2025-02-07 22:22:49,173 - c
2025-02-07 22:22:49,314 - o
2025-02-07 22:22:49,543 - m
2025-02-07 22:22:50,628 -  Key.enter 
2025-02-07 22:22:52,094 -  Key.caps_lock 
2025-02-07 22:22:52,297 - p
2025-02-07 22:22:52,386 -  Key.caps_lock 
2025-02-07 22:22:52,618 - a
2025-02-07 22:22:52,805 - a
2025-02-07 22:22:53,470 - s
2025-02-07 22:22:53,663 - s
2025-02-07 22:22:53,845 - s
2025-02-07 22:22:54,812 - w
2025-02-07 22:22:55,031 - o
2025-02-07 22:22:55,203 - r
2025-02-07 22:22:55,461 - d
2025-02-07 22:22:56,250 -  Key.space 
2025-02-07 22:22:56,958 -  Key.backspace 
2025-02-07 22:22:57,189 -  Key.shift 
2025-02-07 22:22:57,830 -  Key.shift 
2025-02-07 22:22:57,892 - :
2025-02-07 22:22:58,126 -  Key.space 
2025-02-07 22:23:01,367 -  Key.caps_lock 
2025-02-07 22:23:01,612 - h
2025-02-07 22:23:01,699 -  Key.caps_lock 
2025-02-07 22:23:01,974 - e
2025-02-07 22:23:02,111 - l
2025-02-07 22:23:02,274 - l
2025-02-07 22:23:02,463 - o
2025-02-07 22:23:02,986 -  Key.caps_lock 
2025-02-07 22:23:03,208 - w
2025-02-07 22:23:03,314 -  Key.caps_lock 
2025-02-07 22:23:03,545 - o
2025-02-07 22:23:03,704 - r
2025-02-07 22:23:03,872 - l
2025-02-07 22:23:03,970 - d
2025-02-07 22:23:06,994 -  Key.shift 
2025-02-07 22:23:07,516 -  Key.shift 
2025-02-07 22:23:07,548 -  Key.shift 
2025-02-07 22:23:07,564 - !
2025-02-07 22:23:07,860 - @
2025-02-07 22:23:08,127 - #
2025-02-07 22:23:08,390 - $
2025-02-07 22:23:08,674 - %
2025-02-07 22:23:09,204 - 1
2025-02-07 22:23:09,500 - 2
2025-02-07 22:23:09,719 - 3
2025-02-07 22:23:09,938 - 4
2025-02-07 22:23:10,156 - 5
2025-02-07 22:23:14,033 - 1
2025-02-07 22:23:14,282 - 2
2025-02-07 22:23:14,459 - 3
2025-02-07 22:23:14,610 - 2
2025-02-07 22:23:14,673 - 3
2025-02-07 22:23:14,783 - 2
2025-02-07 22:23:14,860 - 3
2025-02-07 22:23:14,939 - 2
2025-02-07 22:23:14,986 - 3
2025-02-07 22:23:15,078 - 2
2025-02-07 22:23:15,156 - 3
2025-02-07 22:23:15,272 - 3
2025-02-07 22:23:15,348 - 2
2025-02-07 22:23:15,422 - 3
2025-02-07 22:23:15,484 - 2
2025-02-07 22:23:15,540 - 3
2025-02-07 22:23:15,612 - 2
2025-02-07 22:23:15,698 - 3
2025-02-07 22:23:15,751 - 2
2025-02-07 22:23:15,830 - 3
2025-02-07 22:23:15,907 - 2
2025-02-07 22:23:15,985 - 3
2025-02-07 22:23:16,050 - 2
2025-02-07 22:23:16,131 - 3
2025-02-07 22:23:16,314 - 4
2025-02-07 22:23:16,394 - 5
2025-02-07 22:23:16,455 - 6
2025-02-07 22:23:16,502 - 7
2025-02-07 22:23:16,550 - 8
2025-02-07 22:23:16,716 - 9
2025-02-07 22:23:16,786 - 0
2025-02-07 22:23:16,994 - 9
2025-02-07 22:23:17,033 - 8
2025-02-07 22:23:17,065 - 7
2025-02-07 22:23:17,096 - 6
2025-02-07 22:23:17,125 - 5
2025-02-07 22:23:17,156 - 4
2025-02-07 22:23:17,217 - 3
2025-02-07 22:23:17,360 - 4
2025-02-07 22:23:17,392 - 5
2025-02-07 22:23:17,431 - 6
2025-02-07 22:23:17,469 - 7
2025-02-07 22:23:17,502 - 8
2025-02-07 22:23:17,532 - 9
2025-02-07 22:23:17,578 - 0
2025-02-07 22:23:17,704 - 9
2025-02-07 22:23:17,777 - 8
2025-02-07 22:23:17,818 - 7
2025-02-07 22:23:17,845 - 6
2025-02-07 22:23:17,891 - 5
2025-02-07 22:23:17,934 - 4
2025-02-07 22:23:23,814 -  Key.backspace 
2025-02-07 22:23:24,316 -  Key.backspace 
2025-02-07 22:23:24,517 -  Key.backspace 
2025-02-07 22:23:24,687 -  Key.backspace 
2025-02-07 22:23:24,890 -  Key.backspace 
2025-02-07 22:23:25,065 -  Key.backspace 
2025-02-07 22:23:25,260 -  Key.backspace 
2025-02-07 22:23:25,438 -  Key.backspace 
2025-02-07 22:23:25,630 -  Key.backspace 
2025-02-07 22:23:25,831 -  Key.backspace 
2025-02-07 22:23:26,032 -  Key.backspace 
2025-02-07 22:23:26,251 -  Key.backspace 
2025-02-07 22:23:26,485 -  Key.backspace 
2025-02-07 22:23:26,710 -  Key.backspace 
2025-02-07 22:23:26,952 -  Key.backspace 
2025-02-07 22:23:27,188 -  Key.backspace 
2025-02-07 22:23:27,974 -  Key.backspace 
2025-02-07 22:23:29,060 - a
2025-02-07 22:23:32,242 -  Key.enter 
2025-02-07 22:23:33,908 -  Key.caps_lock 
2025-02-07 22:23:34,860 - y
2025-02-07 22:23:34,908 -  Key.caps_lock 
2025-02-07 22:23:35,114 - a
2025-02-07 22:23:35,236 - y
